ObjectID,Date,Sample_ID,Parameter,Results,Units,CAS,HRV,Units1,HRV_Types,Name,Description,Address,City_1,State,Zip,x,y
1521,Aug14,2023Aug14,2-Propanol,2,ug/m3,67-63-0,980000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1522,Aug14,2023Aug14,Acetone,32.8,ug/m3,67-64-1,590000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1523,Aug14,2023Aug14,Benzene,0.87,ug/m3,71-43-2,1.3,ug/m3,HRV,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1524,Aug14,2023Aug14,Chloromethane,0.85,ug/m3,74-87-3,206544,ug/m3,PEL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1525,Aug14,2023Aug14,Dichlorodifluoromethane,1.8,ug/m3,75-71-8,4950000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1526,Aug14,2023Aug14,Ethanol,15.4,ug/m3,64-17-5,1900000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1527,Aug14,2023Aug14,Ethylbenzene,1.5,ug/m3,100-41-4,10000,ug/m3,HRV,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1528,Aug14,2023Aug14,m&p-Xylene,2.3,ug/m3,179601-23-1,350000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1529,Aug14,2023Aug14,Methylene Chloride,2.1,ug/m3,75-09-2,20,ug/m3,HRV,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1530,Aug14,2023Aug14,n-Heptane,1.3,ug/m3,142-82-5,350000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1531,Aug14,2023Aug14,o-Xylene,1.3,ug/m3,95-47-6,0,N/A,N/A,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1532,Aug14,2023Aug14,Toluene,9.9,ug/m3,108-88-3,400,ug/m3,HRV,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1533,Aug14,2023Aug14,Trichlorofluoromethane,1.6,ug/m3,75-69-4,5600000,ug/m3,REL,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1534,Aug14,2023Aug14,Vinyl acetate,2.5,ug/m3,108-05-4,200,ug/m3,HRV,Olson Paint & Body Shop NW Corner of back lot,business,3701 Minnehaha Ave,Minneapolis,MN,55406,-10377731.0282,5611350.8847
1535,Aug14,2024Aug14,Acetone,12.2,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411,-10387445.6646,5621142.0194
1536,Aug14,2024Aug14,Chloromethane,0.98,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411,-10387445.6646,5621142.0194
1537,Aug14,2024Aug14,Ethanol,7,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411,-10387445.6646,5621142.0194
1538,Aug14,2024Aug14,Toluene,1.8,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,1718 Sheridan Ave N,Minneapolis,MN,55411,-10387445.6646,5621142.0194
1539,Aug14,2036Aug14,2-Butanone (MEK),1.2,ug/m3,78-93-3,10000,ug/m3,HRV,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
1540,Aug14,2036Aug14,Acetone,8.5,ug/m3,67-64-1,590000,ug/m3,REL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
1541,Aug14,2036Aug14,Chlorobenzene,0.78,ug/m3,108-90-7,350000,ug/m3,PEL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
1542,Aug14,2036Aug14,Dichlorodifluoromethane,2.7,ug/m3,75-71-8,4950000,ug/m3,REL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
1543,Aug14,2036Aug14,Ethanol,12.6,ug/m3,64-17-5,1900000,ug/m3,REL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
1544,Aug14,2036Aug14,Methylene Chloride,1.3,ug/m3,75-09-2,20,ug/m3,HRV,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
1545,Aug14,2036Aug14,n-Heptane,1.5,ug/m3,142-82-5,350000,ug/m3,REL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
1546,Aug14,2036Aug14,Toluene,1.1,ug/m3,108-88-3,400,ug/m3,HRV,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
1547,Aug14,2036Aug14,Trichlorofluoromethane,1.1,ug/m3,75-69-4,5600000,ug/m3,REL,MPCA - 963,MPCA,2727 10th Ave S,Minneapolis,MN,55407,-10381661.5213,5614172.4109
1548,Aug14,2042Aug14,2-Butanone (MEK),1.9,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,5210 10th Ave S,Minneapolis,MN,55417,-10381670.1153,5607117.0782
1549,Aug14,2042Aug14,Acetone,10.8,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,5210 10th Ave S,Minneapolis,MN,55417,-10381670.1153,5607117.0782
1550,Aug14,2042Aug14,Dichlorodifluoromethane,2.9,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,5210 10th Ave S,Minneapolis,MN,55417,-10381670.1153,5607117.0782
1551,Aug14,2042Aug14,Ethanol,11.8,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,5210 10th Ave S,Minneapolis,MN,55417,-10381670.1153,5607117.0782
1552,Aug14,2042Aug14,Methylene Chloride,4.6,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,5210 10th Ave S,Minneapolis,MN,55417,-10381670.1153,5607117.0782
1553,Aug14,2042Aug14,n-Heptane,1.3,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,5210 10th Ave S,Minneapolis,MN,55417,-10381670.1153,5607117.0782
1554,Aug14,2042Aug14,Propylene,1.3,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,5210 10th Ave S,Minneapolis,MN,55417,-10381670.1153,5607117.0782
1555,Aug14,2042Aug14,Toluene,0.95,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,5210 10th Ave S,Minneapolis,MN,55417,-10381670.1153,5607117.0782
1556,Aug14,2042Aug14,Trichlorofluoromethane,1,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,5210 10th Ave S,Minneapolis,MN,55417,-10381670.1153,5607117.0782
1557,Aug14,2055Aug14,"1,2,4-Trimethylbenzene",0.8,ug/m3,95-63-6,0,N/A,N/A,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1558,Aug14,2055Aug14,2-Butanone (MEK),1.8,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1559,Aug14,2055Aug14,Acetone,6.8,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1560,Aug14,2055Aug14,Benzene,0.4,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1561,Aug14,2055Aug14,Carbon tetrachloride,0.75,ug/m3,56-23-5,12600,ug/m3,REL,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1562,Aug14,2055Aug14,Chloromethane,0.76,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1563,Aug14,2055Aug14,Dichlorodifluoromethane,1.7,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1564,Aug14,2055Aug14,Ethanol,15.9,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1565,Aug14,2055Aug14,Ethylbenzene,1.3,ug/m3,100-41-4,10000,ug/m3,HRV,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1566,Aug14,2055Aug14,m&p-Xylene,1.4,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1567,Aug14,2055Aug14,Methylene Chloride,2.2,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1568,Aug14,2055Aug14,n-Hexane,0.88,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1569,Aug14,2055Aug14,o-Xylene,1.1,ug/m3,95-47-6,0,N/A,N/A,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1570,Aug14,2055Aug14,Toluene,1.1,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1571,Aug14,2055Aug14,Trichlorofluoromethane,1.5,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,2331 Roosevelt St NE,Minneapolis,MN,55418,-10377799.7817,5623506.639
1572,Aug14,2058Aug14,2-Butanone (MEK),3.3,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,569 36th Ave NE,Minneapolis,MN,55418,-10381392.8114,5626837.9918
1573,Aug14,2058Aug14,Acetone,14.1,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,569 36th Ave NE,Minneapolis,MN,55418,-10381392.8114,5626837.9918
1574,Aug14,2058Aug14,Chloromethane,0.63,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,569 36th Ave NE,Minneapolis,MN,55418,-10381392.8114,5626837.9918
1575,Aug14,2058Aug14,Dichlorodifluoromethane,2.8,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,569 36th Ave NE,Minneapolis,MN,55418,-10381392.8114,5626837.9918
1576,Aug14,2058Aug14,Ethanol,10.6,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,569 36th Ave NE,Minneapolis,MN,55418,-10381392.8114,5626837.9918
1577,Aug14,2058Aug14,m&p-Xylene,0.8,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,569 36th Ave NE,Minneapolis,MN,55418,-10381392.8114,5626837.9918
1578,Aug14,2058Aug14,Methylene Chloride,4.4,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,569 36th Ave NE,Minneapolis,MN,55418,-10381392.8114,5626837.9918
1579,Aug14,2058Aug14,n-Heptane,1.8,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,569 36th Ave NE,Minneapolis,MN,55418,-10381392.8114,5626837.9918
1580,Aug14,2058Aug14,Propylene,1.3,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,569 36th Ave NE,Minneapolis,MN,55418,-10381392.8114,5626837.9918
1581,Aug14,2058Aug14,Toluene,1.5,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,569 36th Ave NE,Minneapolis,MN,55418,-10381392.8114,5626837.9918
1582,Aug14,2059Aug14,2-Butanone (MEK),0.73,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
1583,Aug14,2059Aug14,Acetone,7.7,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
1584,Aug14,2059Aug14,Dichlorodifluoromethane,2.6,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
1585,Aug14,2059Aug14,Ethanol,6.1,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
1586,Aug14,2059Aug14,Methylene Chloride,73.6,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
1587,Aug14,2059Aug14,n-Heptane,0.89,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
1588,Aug14,2059Aug14,Propylene,0.63,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
1589,Aug14,2059Aug14,Toluene,1.1,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,817 39th St W,Minneapolis,MN,55409,-10385032.1093,5610859.1243
1590,Aug14,2086Aug14,"1,2,4-Trichlorobenzene",1.9,ug/m3,120-82-1,40000,ug/m3,REL,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1591,Aug14,2086Aug14,"1,4-Dichlorobenzene",1.6,ug/m3,106-46-7,800,ug/m3,HRV,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1592,Aug14,2086Aug14,2-Butanone (MEK),2.9,ug/m3,78-93-3,10000,ug/m3,HRV,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1593,Aug14,2086Aug14,2-Hexanone,1.1,ug/m3,591-78-6,4000,ug/m3,REL,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1594,Aug14,2086Aug14,4-Methyl-2-pentanone (MIBK),55.9,ug/m3,108-10-1,205000,ug/m3,REL,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1595,Aug14,2086Aug14,Acetone,78.9,ug/m3,67-64-1,590000,ug/m3,REL,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1596,Aug14,2086Aug14,Chlorobenzene,0.84,ug/m3,108-90-7,350000,ug/m3,PEL,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1597,Aug14,2086Aug14,Dichlorodifluoromethane,2.9,ug/m3,75-71-8,4950000,ug/m3,REL,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1598,Aug14,2086Aug14,Ethanol,9.3,ug/m3,64-17-5,1900000,ug/m3,REL,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1599,Aug14,2086Aug14,m&p-Xylene,0.92,ug/m3,179601-23-1,350000,ug/m3,REL,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1600,Aug14,2086Aug14,Methylene Chloride,2.4,ug/m3,75-09-2,20,ug/m3,HRV,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1601,Aug14,2086Aug14,n-Heptane,1.3,ug/m3,142-82-5,350000,ug/m3,REL,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1602,Aug14,2086Aug14,Tetrachloroethene,7.4,ug/m3,127-18-4,20,ug/m3,RAA,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1603,Aug14,2086Aug14,Toluene,1.9,ug/m3,108-88-3,400,ug/m3,HRV,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1604,Aug14,2086Aug14,Trichloroethene,1.1,ug/m3,79-01-6,3,ug/m3,HRV,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1605,Aug14,2086Aug14,Trichlorofluoromethane,1.3,ug/m3,75-69-4,5600000,ug/m3,REL,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,55430,-10387803.9266,5628437.2522
1606,Aug14,2091Aug14,2-Butanone (MEK),1.9,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
1607,Aug14,2091Aug14,Acetone,12.4,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
1608,Aug14,2091Aug14,Chlorobenzene,1.1,ug/m3,108-90-7,350000,ug/m3,PEL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
1609,Aug14,2091Aug14,Dichlorodifluoromethane,2.9,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
1610,Aug14,2091Aug14,Ethanol,15.2,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
1611,Aug14,2091Aug14,n-Heptane,1.4,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
1612,Aug14,2091Aug14,Toluene,1.1,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
1613,Aug14,2091Aug14,Trichlorofluoromethane,1.2,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,3118 Lake St W,Minneapolis,MN,55416,-10388432.3603,5613417.3574
1614,Aug14,2094Aug14,2-Butanone (MEK),2.3,ug/m3,78-93-3,10000,ug/m3,HRV,Webber Park duplicate,MPRB,4242 Webber Parkway,Minneapolis,MN,55412,-10384959.4934,5626669.4796
1615,Aug14,2094Aug14,Acetone,13.8,ug/m3,67-64-1,590000,ug/m3,REL,Webber Park duplicate,MPRB,4242 Webber Parkway,Minneapolis,MN,55412,-10384959.4934,5626669.4796
1616,Aug14,2094Aug14,Dichlorodifluoromethane,3.1,ug/m3,75-71-8,4950000,ug/m3,REL,Webber Park duplicate,MPRB,4242 Webber Parkway,Minneapolis,MN,55412,-10384959.4934,5626669.4796
1617,Aug14,2094Aug14,Ethanol,10.8,ug/m3,64-17-5,1900000,ug/m3,REL,Webber Park duplicate,MPRB,4242 Webber Parkway,Minneapolis,MN,55412,-10384959.4934,5626669.4796
1618,Aug14,2094Aug14,Methylene Chloride,3.9,ug/m3,75-09-2,20,ug/m3,HRV,Webber Park duplicate,MPRB,4242 Webber Parkway,Minneapolis,MN,55412,-10384959.4934,5626669.4796
1619,Aug14,2094Aug14,Propylene,1.7,ug/m3,115-07-1,1050000,ug/m3,REL,Webber Park duplicate,MPRB,4242 Webber Parkway,Minneapolis,MN,55412,-10384959.4934,5626669.4796
1620,Aug14,2094Aug14,Toluene,1.1,ug/m3,108-88-3,400,ug/m3,HRV,Webber Park duplicate,MPRB,4242 Webber Parkway,Minneapolis,MN,55412,-10384959.4934,5626669.4796
1621,Aug14,2102Aug14,2-Butanone (MEK),1.7,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
1622,Aug14,2102Aug14,Acetone,9.4,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
1623,Aug14,2102Aug14,Dichlorodifluoromethane,2.6,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
1624,Aug14,2102Aug14,Ethanol,10.6,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
1625,Aug14,2102Aug14,Methylene Chloride,1.1,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
1626,Aug14,2102Aug14,n-Heptane,1.3,ug/m3,142-82-5,350000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
1627,Aug14,2102Aug14,Toluene,1.3,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
1628,Aug14,2102Aug14,Trichlorofluoromethane,1.1,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,3038 45th Ave S,Minneapolis,MN,55406,-10375953.8275,5613190.9657
1629,Aug14,2108Aug14,2-Butanone (MEK),1.6,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,3454 43rd Ave S,Minneapolis,MN,55406,-10376256.6763,5612050.7019
1630,Aug14,2108Aug14,Acetone,15.1,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3454 43rd Ave S,Minneapolis,MN,55406,-10376256.6763,5612050.7019
1631,Aug14,2108Aug14,Chloromethane,0.84,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,3454 43rd Ave S,Minneapolis,MN,55406,-10376256.6763,5612050.7019
1632,Aug14,2108Aug14,Ethanol,6.9,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3454 43rd Ave S,Minneapolis,MN,55406,-10376256.6763,5612050.7019
1633,Aug14,2108Aug14,Methylene Chloride,1.2,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,3454 43rd Ave S,Minneapolis,MN,55406,-10376256.6763,5612050.7019
1634,Aug14,2149Aug14,2-Butanone (MEK),2.6,ug/m3,78-93-3,10000,ug/m3,HRV,Best Body Shop East Side,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
1635,Aug14,2149Aug14,Acetone,16.9,ug/m3,67-64-1,590000,ug/m3,REL,Best Body Shop East Side,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
1636,Aug14,2149Aug14,Dichlorodifluoromethane,2.9,ug/m3,75-71-8,4950000,ug/m3,REL,Best Body Shop East Side,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
1637,Aug14,2149Aug14,Ethanol,14,ug/m3,64-17-5,1900000,ug/m3,REL,Best Body Shop East Side,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
1638,Aug14,2149Aug14,Ethylbenzene,0.73,ug/m3,100-41-4,10000,ug/m3,HRV,Best Body Shop East Side,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
1639,Aug14,2149Aug14,m&p-Xylene,2.7,ug/m3,179601-23-1,350000,ug/m3,REL,Best Body Shop East Side,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
1640,Aug14,2149Aug14,n-Heptane,2,ug/m3,142-82-5,350000,ug/m3,REL,Best Body Shop East Side,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
1641,Aug14,2149Aug14,Toluene,9.9,ug/m3,108-88-3,400,ug/m3,HRV,Best Body Shop East Side,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
1642,Aug14,2149Aug14,Trichlorofluoromethane,1.3,ug/m3,75-69-4,5600000,ug/m3,REL,Best Body Shop East Side,business,3712 Snelling Ave,Minneapolis,MN,55404,-10377959.2267,5611396.5539
1643,Aug14,2153Aug14,2-Butanone (MEK),3.8,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1644,Aug14,2153Aug14,Acetone,10.7,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1645,Aug14,2153Aug14,Benzene,0.77,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1646,Aug14,2153Aug14,Chloromethane,0.66,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1647,Aug14,2153Aug14,Dichlorodifluoromethane,2,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1648,Aug14,2153Aug14,Ethanol,11.3,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1649,Aug14,2153Aug14,m&p-Xylene,1.4,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1650,Aug14,2153Aug14,n-Hexane,1.1,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1651,Aug14,2153Aug14,o-Xylene,1,ug/m3,95-47-6,0,N/A,N/A,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1652,Aug14,2153Aug14,Propylene,1.6,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1653,Aug14,2153Aug14,Toluene,0.96,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1654,Aug14,2153Aug14,Trichlorofluoromethane,1.5,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1655,Aug14,2153Aug14,Vinyl acetate,2.1,ug/m3,108-05-4,200,ug/m3,HRV,,Volunteer,2418 Stevens Ave,Minneapolis,MN,55404,-10383361.1175,5614996.6173
1656,Aug14,2156Aug14,2-Propanol,3.8,ug/m3,67-63-0,980000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
1657,Aug14,2156Aug14,Acetone,17.8,ug/m3,67-64-1,590000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414,-10376307.3436,5619085.4096
